gaze_x_median_px,gaze_y_median_px,gaze_azimuth_median_deg,gaze_elevation_median_deg,total_number_of_gaze_coordinates,total_number_of_fixations,fixations_duration_ms_median,fixations_fixation_x_px_median,fixations_fixation_y_px_median,fixations_azimuth_deg_median,fixations_elevation_deg_median,total_number_of_saccades,saccades_duration_ms_median,saccades_amplitude_px_median,saccades_amplitude_deg_median,saccades_mean_velocity_px/s_median,saccades_peak_velocity_px/s_median,total_number_of_blinks,blinks_duration_median_ms,segment_name,total_duration_of_segment_ms,3d_eye_states_timestamp_ns_median,3d_eye_states_pupil_diameter_left_mm_median,3d_eye_states_pupil_diameter_right_mm_median,3d_eye_states_eyeball_center_left_x_mm_median,3d_eye_states_eyeball_center_left_y_mm_median,3d_eye_states_eyeball_center_left_z_mm_median,3d_eye_states_eyeball_center_right_x_mm_median,3d_eye_states_eyeball_center_right_y_mm_median,3d_eye_states_eyeball_center_right_z_mm_median,3d_eye_states_optical_axis_left_x_median,3d_eye_states_optical_axis_left_y_median,3d_eye_states_optical_axis_left_z_median,3d_eye_states_optical_axis_right_x_median,3d_eye_states_optical_axis_right_y_median,3d_eye_states_optical_axis_right_z_median,3d_eye_states_eyelid_angle_top_left_rad_median,3d_eye_states_eyelid_angle_bottom_left_rad_median,3d_eye_states_eyelid_aperture_left_mm_median,3d_eye_states_eyelid_angle_top_right_rad_median,3d_eye_states_eyelid_angle_bottom_right_rad_median,3d_eye_states_eyelid_aperture_right_mm_median,label,recording_id
837.645,700.88,1.5962732522078829,-5.727281628660079,235,4,335.0,805.0385,656.9285,-0.5299985556000262,-2.885842421118322,4,50.0,218.3653411865234,14.05625295639038,3836.771240234375,6799.538818359375,0,0.0,26_v_pressed,1171.013,18361201288.0,3.3623,3.0518,-31.625,15.625,-37.4375,31.3906,18.0938,-38.625,0.1171,0.1551,0.9789,-0.014,0.1474,0.9773,0.1337,-0.5962,8.2429,0.1427,-0.5049,7.3789,1,orestis_46-ca96aa06
904.597,676.4185,5.864085759589559,-4.1402843874408335,78,1,315.0,905.703,677.566,5.935460454783684,-4.213964059480767,1,45.0,188.5208435058593,12.173334121704102,4207.9169921875,6544.8876953125,0,0.0,27_L_pressed,385.379,19144459288.0,3.20615,2.88555,-31.5938,16.0625,-37.1875,31.4062,18.34375,-38.8125,0.16655,0.08875,0.9816,0.0636,0.0863,0.9939,0.2408,-0.5244,8.44165,0.1769,-0.4712,7.12315,1,orestis_46-ca96aa06
736.3935,624.7294999999999,-5.018413324730565,-0.8048977931153929,68,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,28_r_pressed,335.378,19509718288.0,3.4542,2.9802,-31.5,15.92185,-37.7188,31.5469,18.5,-38.6875,-0.0024,0.0722,0.9974,-0.0881,0.0629,0.99385,0.2198999999999999,-0.5278,8.22675,0.2475,-0.44545,7.6317,1,orestis_46-ca96aa06
747.162,613.683,-4.321953974624558,-0.0913797471119784,101,1,866.0,742.206,619.249,-4.642359422831508,-0.450973978239173,0,0.0,0.0,0.0,0.0,0.0,0,0.0,29_%_pressed,500.378,19932592288.0,3.4193,3.0537,-31.5625,15.9688,-37.7188,31.4375,18.5938,-38.6875,0.0024,0.059,0.9982,-0.0726,0.0493,0.996,0.2371,-0.521,8.3465,0.2671,-0.436,7.74,1,orestis_46-ca96aa06
921.4825,689.1605,6.964517123406283,-4.946564176003848,86,2,142.5,942.8675,690.4680000000001,8.342655162729384,-5.03494511241543,3,60.0,197.79705810546875,12.77943229675293,4022.620849609375,7725.77001953125,0,0.0,30_qm_pressed,425.38,20400601288.0,3.468,3.1538,-31.625,16.0625,-37.0625,31.3594,18.3125,-39.17185,0.1965,0.1043,0.9743,0.0974,0.10235,0.98865,0.22535,-0.5381,8.400500000000001,0.17115,-0.4691499999999999,7.0379000000000005,1,orestis_46-ca96aa06
756.1179999999999,424.168,-3.819269230786679,12.110959540217834,212,3,165.0,762.34,428.151,-3.411494484087122,11.858921857717007,2,142.5,395.75526428222656,25.46364974975586,5855.222900390625,10871.18017578125,1,205.0,31_submit_pressed,1056.01,21146237288.0,3.4037,3.0463,-31.3125,16.3125,-37.8125,31.6406,19.1875,-38.9375,0.0033499999999999,-0.129,0.98735,-0.08235,-0.1416,0.9821,0.4556,-0.3862,9.14995,0.4944,-0.28575,8.5578,1,orestis_46-ca96aa06
742.7784999999999,723.769,-4.636247089225728,-7.209609087900693,320,4,285.0,743.229,721.969,-4.606163011925438,-7.0873643717361645,4,45.0,165.84585189819336,10.69949746131897,3196.459716796875,4959.9267578125,0,0.0,01_E_pressed,1596.516,3870444695.0,3.55435,3.2117,-31.5625,15.7812,-37.7188,31.4219,18.1875,-38.75,-0.0015,0.1744,0.9836,-0.0839,0.1677,0.9846,0.189,-0.59595,8.9023,0.1586,-0.52755,7.8558,1,orestis_47-01af9fb3
731.0125,453.6225,-5.418457532921032,10.237646782413748,62,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,02_y_pressed,305.249,4826329695.0,3.69125,3.2264,-31.375,16.2188,-37.9375,31.625,19.0312,-39.0,-0.02335,-0.09505,0.9952,-0.0905499999999999,-0.1043,0.99045,0.45535,-0.4277499999999999,9.7047,0.4524,-0.3385,8.675049999999999,1,orestis_47-01af9fb3
729.309,438.307,-5.537885423300959,11.225346592973526,61,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,03_e_pressed,300.378,5134207695.0,3.4946,3.0537,-31.375,16.25,-37.75,31.625,19.0938,-38.875,-0.0257,-0.1048,0.994,-0.0904,-0.1145,0.9893,0.4585,-0.4224,9.7241,0.4707,-0.3311,8.8215,1,orestis_47-01af9fb3
786.1659999999999,716.3365,-1.8084247452635889,-6.728531661982713,106,1,871.0,732.587,446.892,-5.321871156367982,10.672141106631546,1,60.0,301.7078857421875,19.47668838500977,5068.01416015625,9216.9970703125,0,0.0,04_T_pressed,525.506,5552088695.0,3.4322,3.0206,-31.5312,15.875,-37.6875,31.4844,18.29685,-38.8125,0.0408,0.1604499999999999,0.9856,-0.0501,0.1532,0.98705,0.2415999999999999,-0.5898,9.29605,0.1975,-0.49685,7.75435,1,orestis_47-01af9fb3
769.735,715.808,-2.874051389185113,-6.69309080800906,57,1,340.0,790.547,721.326,-1.524338575964978,-7.0510395949468165,1,25.0,23.745370864868164,1.530523419380188,1006.7313232421876,1137.9765625,0,0.0,05_r_pressed,280.255,5959965695.0,3.2613,2.9361,-31.5938,15.75,-37.5,31.4062,18.1875,-38.5625,0.0312,0.1667,0.9852,-0.0611,0.16,0.985,0.2034,-0.603,8.9266,0.1671,-0.5293,7.6806,1,orestis_47-01af9fb3
770.2165,720.244,-2.844183355982306,-6.979504760196889,42,1,350.0,770.221,716.669,-2.843483757410532,-6.748041461200405,1,30.0,37.97124481201172,2.4511959552764893,1266.875,1538.7838134765625,0,0.0,06_a_pressed,205.127,6207597695.0,3.34945,3.039,-31.625,15.67185,-37.5625,31.3906,18.0938,-38.625,0.02605,0.1802,0.98335,-0.06135,0.1725,0.9835,0.19445,-0.6189,8.88405,0.1482,-0.54615,7.71125,1,orestis_47-01af9fb3
755.976,748.269,-3.778150584603591,-8.785193616264275,75,1,310.0,752.92,750.674,-3.979804978222398,-8.939204171379329,1,50.0,131.5765838623047,8.476862907409668,2749.4873046875,4794.7958984375,0,0.0,07_c_pressed,370.381,6500470695.0,3.5057,3.1455,-31.625,15.625,-37.5938,31.375,18.0938,-38.625,0.0177,0.1974,0.9791,-0.0711,0.1907,0.979,0.1591,-0.6318,8.7543,0.1396,-0.5703,7.7737,1,orestis_47-01af9fb3
880.158,719.355,4.294707603345853,-6.916443751464842,31,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,08_k_pressed,150.127,6765723695.0,3.5406,3.3219,-31.625,15.875,-37.25,31.3906,18.375,-39.1562,0.1519,0.1406,0.9787,0.0586,0.1348,0.989,0.2072,-0.5986,8.9133,0.1772,-0.4944,7.444,1,orestis_47-01af9fb3
879.229,726.406,4.235000994422823,-7.370331928408254,50,1,370.0,879.557,719.719,4.255522360957072,-6.939782603787485,1,35.0,76.7402114868164,4.94110631942749,2211.1328125,2835.231201171875,0,0.0,09_i_pressed,245.252,6968350695.0,3.5828,3.30355,-31.625,15.8125,-37.3125,31.375,18.1875,-39.0,0.14255,0.1571,0.9792,0.04875,0.1522,0.9866,0.1856499999999999,-0.6172,8.9025,0.1552,-0.5246500000000001,7.4613,1,orestis_47-01af9fb3
811.326,736.591,-0.17497433507393,-8.03766389970726,37,1,210.0,812.441,738.085,-0.102485791967439,-8.134177939808623,0,0.0,0.0,0.0,0.0,0.0,0,0.0,10_n_pressed,180.136,7186103695.0,3.4983,3.0978,-31.8125,15.6875,-37.5938,31.2188,18.1562,-38.75,0.0753,0.1725,0.9817,-0.0159,0.1677,0.9858,0.1938,-0.6396,9.1706,0.1465,-0.5254,7.3647,1,orestis_47-01af9fb3
771.102,435.963,-2.8110466861574266,11.388628702199732,25,0,0.0,0.0,0.0,0.0,0.0,1,60.0,298.93115234375,19.307674407958984,5034.279296875,8348.455078125,0,0.0,11_g_pressed,120.127,7341229695.0,3.5902,3.2999,-31.4062,16.0,-37.9062,31.5625,18.875,-39.3125,0.0286,-0.1038,0.9941,-0.0616,-0.1116,0.9918,0.3948,-0.4331,9.0532,0.4143,-0.3528,8.4159,1,orestis_47-01af9fb3
769.497,680.998,-2.915135805194639,-4.440806024021366,111,2,240.0,846.4425,567.609,2.086480544682747,2.8904088520143567,2,50.0,252.11569213867188,16.262389659881592,5002.65869140625,8248.580322265625,0,0.0,12_2_pressed,550.509,7681483695.0,3.3862,3.0592,-31.5,16.0938,-37.625,31.5469,18.5625,-39.0,0.0316,0.1028,0.9914,-0.0529,0.0999,0.9912,0.27,-0.5298,9.0184,0.2262,-0.4468,7.4592,1,orestis_47-01af9fb3
748.486,690.97,-4.246751714254085,-5.085242832205221,30,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,13_0_pressed,145.127,8034361695.0,3.2319,2.8984,-31.625,15.95315,-37.8125,31.3828,18.34375,-38.7188,-0.0082,0.1406,0.98995,-0.07575,0.13,0.98825,0.24945,-0.57885,9.11405,0.2076,-0.4823,7.564999999999999,1,orestis_47-01af9fb3
781.894,692.5340000000001,-2.0818728586691515,-5.1902301926411605,22,1,245.0,747.899,687.828,-4.283798406009884,-4.882082137141259,1,30.0,32.35074234008789,2.0875465869903564,1138.8331298828125,1372.1976318359375,0,0.0,14_2_pressed,105.126,8164488195.0,3.2741,2.93335,-31.6875,15.8125,-37.5625,31.375,18.17185,-38.8125,0.0443999999999999,0.1468999999999999,0.98775,-0.04595,0.13915,0.98905,0.2286,-0.5808,8.933150000000001,0.19425,-0.5005,7.58655,1,orestis_47-01af9fb3
782.009,693.5954999999999,-2.074292577603307,-5.258926232628867,32,1,210.0,782.655,693.189,-2.0324845272682217,-5.232526247139092,0,0.0,0.0,0.0,0.0,0.0,0,0.0,15_5_pressed,155.134,8299616195.0,3.2962,2.9967,-31.625,15.8906,-37.5,31.3828,18.2812,-38.875,0.0392,0.1411,0.98925,-0.04595,0.13335,0.9901,0.23265,-0.5708,8.8918,0.202,-0.4974,7.7125,1,orestis_47-01af9fb3
737.973,465.949,-4.965076459193312,9.439646981423897,317,6,177.5,731.519,459.0725,-5.382657602744176,9.88691239740799,7,50.0,258.2092590332031,16.625316619873047,3802.666259765625,7443.7080078125,0,0.0,16_a_pressed,1581.505,9172872695.0,3.4138,3.0867,-31.4062,16.0625,-37.8125,31.5938,18.875,-38.7812,-0.0131,-0.0853,0.9936,-0.0954,-0.0941,0.9888,0.3884,-0.4417,8.9498,0.4041,-0.355,8.3578,1,orestis_47-01af9fb3
932.031,691.011,7.642204395388284,-5.071899649062249,67,1,185.0,943.975,695.383,8.417736442482676,-5.35145593666221,1,45.0,203.95741271972656,13.150016784667969,3907.9189453125,7007.10302734375,0,0.0,17_P_pressed,330.363,10133757695.0,3.3127,2.9875,-31.5625,15.9062,-37.5,31.4688,18.375,-38.875,0.1792,0.1184,0.9787,0.0705,0.1125,0.9904,0.2124,-0.5405,8.3343,0.181,-0.4685,7.0714,1,orestis_47-01af9fb3
757.117,677.456,-3.683878664837748,-4.213392363618086,62,1,380.0,755.421,678.269,-3.7944792064305495,-4.265646256668409,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18_$_pressed,305.241,10456635695.0,3.3982,3.1125,-31.46875,15.84375,-37.4688,31.5625,18.2812,-38.75,0.0136,0.1242,0.9922,-0.0713,0.11595,0.9905,0.2144,-0.56005,8.531600000000001,0.2264,-0.4805,7.782249999999999,1,orestis_47-01af9fb3
833.8375000000001,986.4075,1.35127709165387,-24.103219819297266,280,2,513.0,842.9345000000001,842.4739999999999,1.904717046342835,-14.839471932100473,3,70.0,293.8277893066406,18.89714813232422,3294.382080078125,7089.3974609375,0,0.0,19_n_pressed,1396.261,11312394695.0,3.4579,3.26405,-31.82815,15.625,-37.5312,31.16405,17.875,-38.4688,0.1225499999999999,0.40415,0.9058,-0.01415,0.401,0.9161,-0.12125,-0.8062,7.7747,-0.0726,-0.73995,7.43615,1,orestis_47-01af9fb3
879.654,691.519,4.254829092643172,-5.124606514892904,45,1,225.0,780.984,697.502,-2.1414819068263395,-5.51111242857535,1,45.0,175.3235626220703,11.31227970123291,4078.94287109375,6140.447265625,0,0.0,20_F_pressed,220.253,12125652695.0,3.2521,2.9545,-31.5938,15.9688,-37.375,31.3906,18.375,-38.875,0.1614,0.1087,0.9836,0.0666,0.1028,0.9918,0.2198,-0.5366,8.3989,0.1771,-0.4707,7.1344,1,orestis_47-01af9fb3
940.521,656.8969999999999,8.178279847896466,-2.8699243432090165,48,1,230.0,938.457,652.572,8.044836822406706,-2.596424795025339,0,0.0,0.0,0.0,0.0,0.0,0,0.0,21_-_pressed,235.253,12358406695.0,3.3559,3.0867,-31.5938,16.0938,-37.09375,31.4062,18.375,-39.04685,0.2182,0.0795,0.97265,0.1112,0.07805,0.99075,0.2584499999999999,-0.52415,8.57845,0.1787,-0.45325,6.93845,1,orestis_47-01af9fb3
836.614,699.04,1.5262538330925088,-5.59876619897923,289,4,177.5,830.2445,822.7919999999999,1.0936900245457144,-13.57141190128911,5,100.0,151.82568359375,9.799128532409668,3200.48876953125,5468.87451171875,2,222.5,22_k_pressed,1441.277,13201663695.0,3.4781,3.1125,-31.7188,16.0,-37.625,31.2812,18.4062,-38.9375,0.1305,0.1348,0.979,0.0218,0.1252,0.9893,0.067,-0.543,7.0126,0.0886,-0.4719,6.6378,1,orestis_47-01af9fb3
914.4785,651.3375000000001,6.497105673007965,-2.5204809649986406,22,1,280.0,902.506,679.959,5.729379429527828,-4.368996714150204,1,30.0,43.52988815307617,2.806705951690674,1462.72265625,1807.1253662109373,0,0.0,23_c_pressed,105.119,13979923695.0,3.3504,3.03345,-31.5938,16.03125,-37.3125,31.4062,18.375,-38.9375,0.1732,0.08095,0.9818,0.07685,0.07855,0.9941,0.2259999999999999,-0.51515,8.1431,0.17495,-0.4591,6.93355,1,orestis_47-01af9fb3
914.255,648.738,6.48141970892474,-2.352795983468081,43,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,24_0_pressed,210.242,14142548695.0,3.4028,3.0684,-31.5625,16.0625,-37.25,31.4375,18.375,-38.875,0.1748,0.0668,0.9822,0.0745,0.0639,0.995,0.2412,-0.5078,8.2757,0.1779,-0.4548,6.9188,1,orestis_47-01af9fb3
690.9970000000001,632.3175,-7.95233659552528,-1.2920233618727988,70,1,335.0,915.646,648.298,6.5711062296987,-2.3242654810660355,1,40.0,238.48629760742188,15.394667625427246,5408.81640625,8550.439453125,0,0.0,25_!_pressed,345.253,14425300695.0,3.6067,3.2521,-31.375,15.9062,-38.1406,31.6328,18.4688,-38.625,-0.0852,0.0732,0.99305,-0.15725,0.0629,0.9856,0.2163,-0.5039,7.90555,0.2721,-0.446,7.965149999999999,1,orestis_47-01af9fb3
795.236,684.847,-1.217382407944742,-4.679073415392095,141,2,285.0,739.34,661.9390000000001,-4.829014954884274,-3.210155244589642,2,42.5,142.34327697753906,9.182929515838625,3294.0799560546875,5247.860107421875,0,0.0,26_v_pressed,700.632,14953306695.0,3.5755,3.2043,-31.625,15.9375,-37.5625,31.375,18.375,-38.875,0.0661,0.1106,0.9873,-0.0179,0.1077,0.9904,0.2108,-0.542,8.3313,0.1722,-0.4736,7.106,1,orestis_47-01af9fb3
885.74,946.775,4.8620429980283895,-21.522335688661137,153,2,437.5,903.539,815.8745,5.899685154562416,-13.11001970477822,2,65.0,330.3861083984375,21.233829498291016,4419.9189453125,8846.90625,0,0.0,27_L_pressed,760.757,15688955695.0,3.6196,3.3329,-31.7188,15.5,-37.4375,31.2812,17.7812,-38.6875,0.1594,0.383,0.91,0.029,0.383,0.9234,-0.0861,-0.7954,8.0496,-0.0496,-0.7295,7.4521,1,orestis_47-01af9fb3
758.804,627.554,-3.569424191325816,-0.9881221767227308,73,1,225.0,739.469,638.815,-4.820476394712172,-1.7150630450341122,1,25.0,34.99277877807617,2.2631378173828125,1409.5679931640625,1735.7147216796875,0,0.0,28_r_pressed,360.379,16254444695.0,3.377,2.9471,-31.5625,15.875,-37.8125,31.4688,18.4375,-38.625,0.0112,0.0834,0.9963,-0.0832,0.0756,0.9938,0.217,-0.5386,8.3059,0.2352,-0.4592,7.6357,1,orestis_47-01af9fb3
777.181,614.841,-2.381069601862871,-0.1663161272999607,71,1,486.0,770.389,618.044,-2.820296932818409,-0.373464166073525,1,45.0,203.7474670410156,13.150343894958496,3922.646728515625,7590.53857421875,0,0.0,29_%_pressed,350.253,16614822695.0,3.4432,3.0647,-31.625,15.9375,-37.875,31.375,18.4688,-38.625,0.0268,0.0629,0.9975,-0.058,0.0551,0.9967,0.2397,-0.5283,8.4723,0.2676,-0.448,7.8567,1,orestis_47-01af9fb3
931.182,689.1030000000001,7.647031454479087,-4.932499742123634,140,3,165.0,950.8,684.596,8.849394666810559,-4.644966822435612,2,42.5,167.15520858764648,10.698550462722778,2824.228820800781,5338.358337402344,0,0.0,30_qm_pressed,695.633,17142828695.0,3.5617,3.27875,-31.625,15.9688,-37.04685,31.3438,18.1562,-39.125,0.21205,0.11885,0.9589,0.09915,0.1184,0.98195,0.0728,-0.5539499999999999,8.528400000000001,0.0687,-0.4878,7.16275,1,orestis_47-01af9fb3
754.9705,454.058,-3.892088423850976,10.176827620470617,246,5,115.0,750.487,456.914,-4.192657870424159,9.998430769230918,5,110.0,375.9956970214844,24.20818519592285,5080.6259765625,9885.7822265625,3,215.0,31_submit_pressed,1231.138,18108713695.0,3.32285,3.02885,-31.4375,16.25,-38.0,31.5625,19.0938,-39.0,-0.0053,-0.10575,0.9841,-0.0799,-0.1184,0.98165,0.2322,-0.38905,7.42685,0.3107,-0.29325,6.75465,1,orestis_47-01af9fb3
722.317,532.75,-5.95184226078152,5.131116285143937,769,6,302.5,723.721,755.019,-5.867275519336863,-9.21655976940509,6,35.0,78.15377044677734,5.028021335601807,2067.5567626953125,2819.12158203125,0,0.0,01_E_pressed,3843.539,4621627770.0,3.7096,3.3458,-31.5625,15.6875,-37.8125,31.4375,18.4062,-38.7812,-0.0337,0.0005,0.9973,-0.1007,-0.0083,0.9916,0.2822,-0.52,8.6818,0.3159,-0.418,7.9219,1,orestis_48-a34894e0
730.2850000000001,732.4315,-5.448932548116042,-7.756644530422332,142,2,227.5,766.7125,745.485,-3.077901917127307,-8.605047341074226,2,95.0,177.58438873291016,11.462265968322754,3083.10400390625,5585.510498046875,1,220.0,02_y_pressed,705.761,6901268270.0,3.68295,3.36415,-31.5312,15.7812,-37.8125,31.4844,18.29685,-38.875,-0.0158,0.1768,0.9804,-0.09625,0.16865,0.98215,0.1108,-0.54835,8.36225,0.12755,-0.50295,7.669700000000001,1,orestis_48-a34894e0
711.014,459.606,-6.720791274286557,9.842869096319005,52,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,03_e_pressed,255.127,7386709770.0,3.637,3.2337,-31.2812,16.2188,-37.9375,31.6953,19.0938,-39.0,-0.0549,-0.0941,0.994,-0.1147499999999999,-0.1067,0.988,0.4226,-0.4324,9.41805,0.4448,-0.3335,8.56445,1,orestis_48-a34894e0
764.206,734.404,-3.241191801769755,-7.8940356960717954,238,2,706.0,741.3544999999999,602.8035,-4.735680457680402,0.6013193040802696,2,60.0,295.5196685791016,19.068254470825195,5007.4921875,8625.78369140625,0,0.0,04_T_pressed,1186.013,8112401770.0,3.4129,3.0647,-31.4375,15.8125,-37.7188,31.5703,18.3125,-38.75,0.01675,0.1734,0.9845,-0.0794,0.1657,0.98305,0.2041,-0.5864,8.7288,0.16885,-0.5126999999999999,7.61215,1,orestis_48-a34894e0
702.1514999999999,716.856,-7.29151899749315,-6.751227982205855,240,3,450.0,701.327,722.052,-7.347477225013722,-7.087486744987048,2,55.0,185.20558166503903,11.918525695800785,3312.4102783203125,6103.49169921875,0,0.0,05_r_pressed,1196.142,9308538770.0,3.5075,3.2209,-31.4375,15.625,-37.8125,31.5703,18.1562,-38.6875,-0.0612,0.1696,0.9853,-0.1275,0.1595,0.98235,0.13785,-0.5851999999999999,8.19265,0.14445,-0.5122,7.777900000000001,1,orestis_48-a34894e0
719.568,456.981,-6.179750079387537,10.01648419589422,43,0,0.0,0.0,0.0,0.0,0.0,1,130.0,266.40985107421875,17.18958854675293,4284.82275390625,8741.3408203125,0,0.0,06_a_pressed,210.252,10016670770.0,3.3421,2.9508,-31.4062,16.5312,-38.25,31.5781,19.0,-38.9375,-0.0557,-0.1077,0.9914,-0.1225,-0.1184,0.984,0.1582,-0.3691,5.3682,0.234,-0.3379,5.8157,1,orestis_48-a34894e0
715.1990000000001,456.431,-6.458354659363308,10.052812200860169,122,2,275.0,715.414,618.672,-6.446760095206495,-0.4095104475472446,2,40.0,195.23864841461184,12.575275897979738,3442.9063720703125,6312.198547363281,1,245.0,07_c_pressed,605.507,10429549770.0,3.4671,3.24845,-31.375,15.92185,-37.8125,31.625,18.75,-38.8125,-0.0336,-0.0863,0.99235,-0.11965,-0.097,0.9856,0.34635,-0.4497,8.7257,0.3986499999999999,-0.3732999999999999,8.4388,1,orestis_48-a34894e0
850.874,724.45,2.3943065444574785,-7.250719504912636,48,1,125.0,723.105,758.013,-5.9261138877652,-9.402107976225595,1,45.0,149.7011260986328,9.643603324890137,3198.872314453125,5191.07666015625,0,0.0,08_k_pressed,235.245,10854929770.0,3.1097,2.94525,-31.5938,15.7656,-37.25,31.3906,18.1094,-39.0156,0.13645,0.1503,0.9782,0.0250999999999999,0.14595,0.98845,0.16475,-0.57785,8.27815,0.1614499999999999,-0.50075,7.32375,1,orestis_48-a34894e0
859.894,729.918,2.983254116217109,-7.600907488335187,63,1,440.0,856.793,727.347,2.7796863607600737,-7.436783180150864,0,0.0,0.0,0.0,0.0,0.0,0,0.0,09_i_pressed,310.253,11132681770.0,3.1529,3.0041,-31.625,15.9062,-37.0,31.375,18.25,-39.0312,0.1496,0.1435,0.9781,0.0421,0.1377,0.9894,0.1805,-0.5752,8.3082,0.175,-0.4912,7.325,1,orestis_48-a34894e0
791.2660000000001,724.0115000000001,-1.4782181498001172,-7.224617834047759,52,1,150.0,792.864,726.214,-1.3744527353689993,-7.366912868040218,2,52.5,185.9166145324707,12.001664876937866,3443.7476196289062,5672.392578125,0,0.0,10_n_pressed,255.253,11420439270.0,3.4037,3.0757000000000003,-31.5625,15.7812,-37.8594,31.4688,18.29685,-38.875,0.0472,0.1542,0.9868,-0.0411,0.1474,0.98805,0.2016,-0.5781,8.6379,0.1862,-0.4874,7.4546,1,orestis_48-a34894e0
754.3245,428.7305,-3.908422804641837,11.850300444914982,18,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,11_g_pressed,85.126,11595561770.0,3.4138,3.1106,-31.28125,16.1094,-37.79685,31.67965,18.9062,-38.8125,0.0092,-0.1009,0.99485,-0.09165,-0.1072,0.98985,0.4724,-0.4075999999999999,9.63265,0.4806,-0.32155,8.83455,1,orestis_48-a34894e0
710.091,487.782,-6.75901449464267,8.028695907293402,143,2,387.5,714.201,544.353,-6.4854424814705816,4.38792866512977,1,55.0,255.2649688720703,16.451807022094727,4792.39892578125,8361.701171875,0,0.0,12_2_pressed,710.632,11998449770.0,3.2852,3.0463,-31.25,15.9375,-37.625,31.75,18.6875,-38.6875,-0.0239,-0.0805,0.9919,-0.1224,-0.0883,0.9852,0.4419,-0.4429,9.4164,0.4507,-0.3655,8.6296,1,orestis_48-a34894e0
890.014,699.492,4.925005746935487,-5.631155233226887,83,1,310.0,891.147,699.721,5.000228918484594,-5.6466347941890485,2,57.5,272.19615936279297,17.570155143737793,4456.717651367188,8241.72802734375,0,0.0,13_0_pressed,410.39,12564074770.0,3.1363,2.8442,-31.5,15.7812,-37.375,31.5312,18.125,-38.9375,0.1426,0.129,0.9814,0.0594,0.1252,0.9901,0.2258,-0.5479,8.5349,0.218,-0.4893,7.746,1,orestis_48-a34894e0
754.649,417.191,-3.900765376634793,12.590785421444098,63,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,14_2_pressed,310.253,12929325770.0,3.4175,3.1088,-31.2812,16.125,-37.8125,31.6562,18.9375,-38.9688,0.0082,-0.1203,0.9927,-0.0801,-0.1281,0.9885,0.4517,-0.4109,9.4892,0.4719,-0.3162,8.5564,1,orestis_48-a34894e0
750.988,677.35,-4.080971561329905,-4.2058934774913626,94,1,360.0,753.891,418.192,-3.946584021362819,12.528879875272455,1,55.0,283.68408203125,18.307945251464844,5058.4072265625,9670.9814453125,0,0.0,15_5_pressed,465.5,13322206270.0,3.3247,2.9765,-31.4062,15.875,-37.6562,31.5938,18.2812,-38.7812,0.0005,0.1305,0.9914,-0.0788,0.1213,0.98935,0.2506,-0.5454,8.79645,0.2715,-0.4805,8.2468,1,orestis_48-a34894e0
707.99,623.107,-6.937262518789664,-0.7007744213929128,305,6,240.0,685.1085,684.969,-8.386147619010945,-4.685298970554972,6,55.0,264.02034759521484,16.997401237487793,4425.1358642578125,7094.706298828125,0,0.0,16_a_pressed,1521.389,14320589770.0,3.3385,3.0059,-31.3125,15.9062,-37.875,31.6875,18.5,-38.6875,-0.0557,0.0912,0.9902,-0.1356,0.0824,0.9826,0.25,-0.5176,8.6919,0.3132,-0.45,8.1585,1,orestis_48-a34894e0
914.2565,690.439,6.489391259848633,-5.042833458698379,124,2,257.5,790.78,695.0875000000001,-1.50872616844494,-5.333292750834371,2,52.5,251.2509613037109,16.202480792999268,4651.143310546875,8457.6357421875,0,0.0,17_P_pressed,615.624,15394102270.0,3.32375,3.01785,-31.5,15.9062,-37.3125,31.5312,18.25,-38.9375,0.1745499999999999,0.1145,0.9788,0.08005,0.1116,0.98945,0.2306,-0.5370999999999999,8.44835,0.2126,-0.4749,7.6177,1,orestis_48-a34894e0
715.303,654.088,-6.489423710473551,-2.697064191469676,205,2,385.5,716.0275,534.2660000000001,-6.390412309494176,5.025602828244702,2,47.5,147.9336109161377,9.535280466079712,2538.1433715820312,4165.182495117188,0,0.0,18_$_pressed,1020.886,16217358770.0,3.4616,3.1676,-31.375,15.875,-37.6875,31.6562,18.3125,-38.6562,-0.0401,0.1077,0.9917,-0.1174,0.097,0.986,0.2228,-0.5254,8.39,0.2583,-0.4641,8.0497,1,orestis_48-a34894e0
