timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm]
6392248951,3.5975,3.4138,-30.5,15.6875,-41.25,32.5312,16.8438,-39.75,-0.1275,0.0912,0.9876,-0.2339,0.0805,0.9689,0.3052,-0.4956,8.7996,0.2876,-0.4695,8.3125
6397248951,3.6563,3.4836,-30.375,15.9062,-41.2188,32.625,17.0312,-39.8125,-0.1325,0.0746,0.9884,-0.2446,0.0629,0.9676,0.3174,-0.49,8.8712,0.3257,-0.4492,8.5058
6402262951,3.5571,3.4193,-30.625,16.0625,-41.25,32.375,17.1562,-39.5312,-0.1181,0.0707,0.9905,-0.2342,0.059,0.9704,0.3516,-0.4575,8.885,0.314,-0.4297,8.1581
6407248951,3.6526,3.5167,-30.5938,15.9062,-41.25,32.4375,17.0312,-39.9688,-0.118,0.0805,0.9897,-0.2274,0.0698,0.9713,0.324,-0.4744,8.7686,0.3115,-0.4448,8.3003
6412248951,3.5387,3.4413,-30.5,15.625,-41.1875,32.5312,16.5938,-39.75,-0.1197,0.1038,0.9874,-0.2355,0.0921,0.9675,0.302,-0.5,8.8141,0.2698,-0.4895,8.341
6417249951,3.5351,3.3679,-30.8125,15.75,-41.375,32.2188,16.8438,-39.75,-0.1092,0.0912,0.9898,-0.2178,0.0795,0.9728,0.3259,-0.4956,9.0288,0.2876,-0.46,8.2058
6422248951,3.5553,3.4781,-30.75,15.8125,-41.375,32.2812,16.875,-40.125,-0.1112,0.0844,0.9902,-0.2074,0.0737,0.9755,0.3347,-0.4888,9.0491,0.303,-0.4519,8.2852
6427248951,3.6306,3.4395,-30.625,15.75,-41.2812,32.4375,16.75,-39.75,-0.1197,0.1009,0.9877,-0.2223,0.0912,0.9707,0.3247,-0.4893,8.9439,0.2891,-0.4792,8.4382
6432248951,3.6067,3.4009,-30.6875,15.625,-41.4375,32.2812,16.8125,-39.8125,-0.1217,0.0951,0.988,-0.2205,0.0834,0.9718,0.3103,-0.5034,8.9441,0.2856,-0.4663,8.2554
6437249951,3.5718,3.4671,-30.5,15.7812,-41.0625,32.5,16.7188,-39.75,-0.1168,0.1019,0.9879,-0.2374,0.0912,0.9671,0.3142,-0.4932,8.8719,0.2834,-0.4773,8.3544
6442249951,3.6214,3.4671,-30.6562,15.5938,-41.2188,32.3125,16.75,-39.5625,-0.1139,0.1058,0.9879,-0.2298,0.0931,0.9688,0.293,-0.5176,8.9125,0.281,-0.4792,8.3494
6447249951,3.4616,3.355,-30.5938,15.6875,-41.0,32.4375,16.7188,-39.7812,-0.112,0.098,0.9889,-0.228,0.0883,0.9696,0.2983,-0.5029,8.8066,0.2896,-0.4773,8.4216
6452249951,3.5865,3.4671,-30.5938,15.875,-41.2812,32.4375,16.875,-39.625,-0.1247,0.0883,0.9883,-0.2339,0.0756,0.9693,0.3384,-0.4893,9.0951,0.2896,-0.4592,8.2191
6457252951,3.5461,3.3348,-30.5938,16.0625,-41.2812,32.4375,17.2188,-39.6875,-0.123,0.0649,0.9903,-0.2343,0.0522,0.9708,0.3425,-0.4631,8.8479,0.3279,-0.4353,8.3746
6462249951,3.5534,3.2999,-30.4688,15.9688,-41.1562,32.5625,17.0625,-39.6875,-0.1306,0.0756,0.9885,-0.2445,0.0639,0.9675,0.3262,-0.468,8.7217,0.3088,-0.4473,8.2979
6467249951,3.4542,3.4763,-30.625,15.7812,-40.875,32.4062,16.7188,-39.625,-0.0985,0.098,0.9903,-0.2224,0.0873,0.9711,0.2954,-0.5049,8.7963,0.2651,-0.4785,8.1666
6472249951,3.57,3.4965,-30.5625,16.2812,-41.0625,32.5312,17.3125,-40.125,-0.091,0.059,0.9941,-0.1962,0.0483,0.9794,0.3679,-0.4585,9.0772,0.3472,-0.4155,8.3673
6477374951,3.4285,3.5516,-30.6875,15.875,-41.125,32.375,16.8125,-40.4688,-0.0423,0.0951,0.9946,-0.1324,0.0883,0.9873,0.3337,-0.4919,9.074,0.2817,-0.4551,8.0866
6482374951,3.3881,3.5075,-30.6562,15.9688,-40.875,32.375,16.8438,-40.6875,0.0199,0.0931,0.9955,-0.0899,0.0873,0.9921,0.3149,-0.4937,8.8855,0.2874,-0.4397,7.9764
6487374951,3.4965,3.4726,-30.625,16.125,-40.8125,32.4375,16.9375,-40.875,0.0598,0.0834,0.9947,-0.0443,0.0785,0.9959,0.3181,-0.4775,8.7395,0.2881,-0.4109,7.6631
6492374951,3.4579,3.4524,-30.5625,15.625,-40.9375,32.5,16.4375,-41.0,0.0897,0.1106,0.9898,-0.018,0.1077,0.994,0.2754,-0.5098,8.6308,0.2249,-0.4507,7.4121
6497374951,3.4266,3.4413,-30.4688,15.9375,-40.625,32.5938,16.8438,-41.0938,0.1131,0.0883,0.9897,0.0083,0.0844,0.9964,0.2922,-0.4751,8.4266,0.2791,-0.4224,7.6915
6502374951,3.3862,3.3532,-30.8125,15.9688,-40.5312,32.25,16.75,-41.0625,0.1613,0.0853,0.9832,0.0336,0.0844,0.9959,0.2937,-0.4751,8.4427,0.2546,-0.4241,7.442
6507374951,3.3495,3.344,-30.5625,15.9375,-40.7188,32.5,16.8125,-41.0,0.1499,0.0776,0.9857,0.0161,0.0776,0.9969,0.2935,-0.4761,8.451,0.2739,-0.4248,7.6623
6512374951,3.3605,3.3587,-30.75,16.0,-40.5625,32.3125,16.9062,-41.0,0.1653,0.0688,0.9838,0.0365,0.0698,0.9969,0.2981,-0.4724,8.4611,0.2781,-0.4124,7.5692
6517374951,3.3623,3.3807,-30.8125,16.25,-40.75,32.2188,17.0,-40.9688,0.1616,0.0561,0.9853,0.0414,0.0571,0.9975,0.3481,-0.4399,8.6505,0.2856,-0.4136,7.6661
6522374951,3.4009,3.3973,-30.5625,16.2188,-40.7188,32.5,16.9375,-40.9688,0.1414,0.06,0.9881,0.0239,0.059,0.998,0.3318,-0.446,8.5378,0.2983,-0.4197,7.8741
6527374951,3.3035,3.3679,-30.8125,16.0938,-40.5,32.2188,16.9062,-40.9688,0.1673,0.0629,0.9839,0.0472,0.0629,0.9969,0.3218,-0.4644,8.6321,0.2766,-0.4111,7.5394
6532374951,3.4156,3.3623,-30.9375,16.1875,-40.6875,32.125,17.0312,-40.875,0.1635,0.0649,0.9844,0.0453,0.0639,0.9969,0.3462,-0.4512,8.7545,0.2903,-0.4111,7.69
6537374951,3.2962,3.3991,-30.75,15.9062,-40.375,32.3125,16.75,-41.0,0.1652,0.0805,0.983,0.0511,0.0805,0.9954,0.2871,-0.4856,8.4879,0.2673,-0.4409,7.7697
6542377951,3.3697,3.3403,-30.5,16.25,-40.5,32.5625,16.9062,-41.0,0.1394,0.06,0.9884,0.02,0.059,0.9981,0.3438,-0.4424,8.6292,0.2937,-0.4153,7.7739
6547374951,3.3476,3.4046,-30.6875,15.9688,-40.5,32.3438,16.7188,-41.0,0.1527,0.0834,0.9848,0.0384,0.0824,0.9959,0.302,-0.4817,8.6082,0.2751,-0.4331,7.7684
6552375951,3.3054,3.3881,-30.6562,16.1875,-40.25,32.4062,16.8438,-41.125,0.1586,0.0688,0.9849,0.0394,0.0678,0.9969,0.3279,-0.4519,8.5601,0.2903,-0.428,7.8779
6557375951,3.3366,3.4156,-30.6562,16.0,-40.4375,32.4062,16.75,-40.8125,0.1527,0.0776,0.9852,0.0316,0.0776,0.9965,0.312,-0.4744,8.6365,0.2769,-0.4548,8.0301
6562375951,3.3017,3.4101,-30.6562,16.0625,-40.5938,32.375,16.9375,-40.9688,0.148,0.0659,0.9868,0.0404,0.0649,0.9971,0.3291,-0.4707,8.7842,0.3047,-0.4248,8.0013
6567375951,3.3476,3.4193,-30.5625,16.125,-40.375,32.4688,16.9062,-41.0312,0.148,0.0668,0.9867,0.0365,0.0659,0.9972,0.3201,-0.4695,8.6707,0.2839,-0.4324,7.857
6572375951,3.3256,3.4138,-30.5938,16.375,-40.25,32.4688,17.0312,-41.0625,0.1549,0.0522,0.9865,0.0375,0.0522,0.9979,0.3369,-0.4409,8.5372,0.3081,-0.4224,8.0117
6577375951,3.4083,3.4542,-30.625,16.2188,-40.6562,32.4375,17.0625,-40.875,0.1443,0.0542,0.9881,0.0356,0.0532,0.998,0.3467,-0.4529,8.779,0.3093,-0.4265,8.0715
6582375951,3.3458,3.4432,-30.7812,16.1875,-40.375,32.25,17.0312,-41.125,0.1616,0.0561,0.9853,0.059,0.0551,0.9967,0.3325,-0.4612,8.7153,0.3022,-0.4299,8.0315
6587375951,3.3293,3.3513,-30.6562,16.0938,-40.3125,32.4062,16.9062,-40.9375,0.1538,0.0678,0.9858,0.0365,0.0668,0.9971,0.3115,-0.4617,8.4888,0.2944,-0.4343,7.9945
6592375951,3.3532,3.4524,-30.5625,16.3125,-40.25,32.4688,17.0,-40.9375,0.1491,0.059,0.9871,0.0346,0.0581,0.9977,0.3418,-0.4448,8.6349,0.3076,-0.4363,8.1617
6597375951,3.366,3.4891,-30.5625,16.0625,-40.375,32.5,16.8438,-40.9062,0.1451,0.0707,0.9869,0.0346,0.0698,0.997,0.3159,-0.4673,8.6002,0.2896,-0.4631,8.2629
6602375951,3.3293,3.3991,-30.6562,16.1875,-40.375,32.375,16.9375,-40.875,0.1519,0.0639,0.9863,0.0375,0.0629,0.9973,0.3298,-0.4551,8.6172,0.2954,-0.4441,8.1143
6607375951,3.3017,3.4616,-30.6562,15.9688,-40.3125,32.4062,16.75,-40.6562,0.1585,0.0814,0.984,0.0297,0.0814,0.9962,0.3147,-0.4736,8.6579,0.2795,-0.4656,8.18
6612500951,3.265,3.3715,-30.7812,16.0625,-40.1875,32.25,16.75,-40.9062,0.169,0.0805,0.9823,0.0521,0.0785,0.9956,0.3154,-0.4724,8.6523,0.2849,-0.4556,8.127
6617500951,3.3127,3.4303,-30.6875,16.2812,-40.4375,32.3438,17.0,-40.625,0.1481,0.059,0.9872,0.0239,0.059,0.998,0.3423,-0.4517,8.7167,0.2922,-0.446,8.1012
6622500951,3.344,3.377,-30.6562,16.2188,-40.5,32.4062,17.0625,-40.8125,0.1414,0.06,0.9881,0.0297,0.059,0.9978,0.3372,-0.4517,8.66,0.3081,-0.4297,8.0935
6627500951,3.4469,3.3881,-30.75,15.9375,-40.5312,32.3125,16.8125,-40.75,0.1383,0.0795,0.9872,0.0326,0.0776,0.9965,0.3164,-0.4912,8.8742,0.2693,-0.4568,7.9687
6632500951,3.3072,3.3826,-30.6875,15.875,-40.25,32.3438,16.6875,-40.6875,0.1584,0.0883,0.9834,0.0267,0.0883,0.9957,0.2957,-0.4968,8.7084,0.2715,-0.4668,8.105
6637500951,3.3293,3.4064,-30.6875,16.0938,-40.375,32.3125,16.9375,-40.8438,0.1509,0.0698,0.9861,0.0414,0.0668,0.9969,0.3203,-0.4729,8.7117,0.2952,-0.4424,8.0925
6642501951,3.3109,3.4763,-30.7812,15.9375,-40.5,32.2812,16.8125,-40.875,0.1498,0.0795,0.9855,0.0482,0.0776,0.9958,0.3252,-0.4919,8.9795,0.2737,-0.4568,8.017
6647504951,3.3219,3.4101,-30.625,16.0,-40.3125,32.4062,16.75,-40.7812,0.145,0.0776,0.9864,0.0268,0.0756,0.9968,0.313,-0.478,8.6884,0.281,-0.4792,8.3494
6652501951,3.3513,3.3513,-30.625,15.9062,-40.5312,32.4375,16.75,-40.4375,0.1334,0.0824,0.9876,0.0161,0.0824,0.9965,0.3174,-0.4819,8.7807,0.2791,-0.4792,8.3279
6657507951,3.3844,3.3513,-30.75,16.0625,-40.4375,32.3125,16.8125,-40.5,0.144,0.0795,0.9864,0.0297,0.0776,0.9965,0.3264,-0.4775,8.8312,0.2776,-0.4556,8.0464
6662501951,3.3991,3.4634,-30.8125,16.1875,-40.4375,32.25,16.9375,-40.5312,0.1557,0.0668,0.9855,0.0385,0.0659,0.9971,0.3477,-0.4568,8.8335,0.2827,-0.4531,8.0755
6667501951,3.3532,3.3476,-30.6875,16.0625,-40.4375,32.3438,16.9062,-40.5312,0.1403,0.0668,0.9878,0.0219,0.0659,0.9976,0.3254,-0.4817,8.867,0.2883,-0.4592,8.2057
6672501951,3.2686,3.3495,-30.6562,15.9688,-40.2812,32.375,16.8125,-40.5625,0.1479,0.0805,0.9857,0.0316,0.0795,0.9963,0.3079,-0.4875,8.7387,0.2812,-0.4663,8.207
6677501951,3.3366,3.4505,-30.9062,15.9688,-40.25,32.1562,16.625,-40.8125,0.1642,0.0863,0.9827,0.0627,0.0844,0.9945,0.3145,-0.4856,8.7895,0.2693,-0.4812,8.2424
6682501951,3.3697,3.5204,-30.6562,15.9688,-40.25,32.375,16.6875,-40.6875,0.1517,0.0844,0.9848,0.0413,0.0824,0.9957,0.3086,-0.4839,8.7056,0.2583,-0.4719,8.0174
6687506951,3.3807,3.4432,-30.8125,15.9688,-40.4375,32.2188,16.875,-40.375,0.1585,0.0785,0.9842,0.0316,0.0776,0.9965,0.3159,-0.488,8.8331,0.2805,-0.4607,8.136
6692510951,3.445,3.4634,-30.7812,16.1875,-40.5625,32.2812,16.9375,-40.6875,0.151,0.0629,0.9865,0.0414,0.062,0.9972,0.3435,-0.4575,8.7958,0.2974,-0.4453,8.1495
6697501951,3.3513,3.434,-30.6875,16.2812,-40.5312,32.3125,17.125,-40.6875,0.1482,0.0532,0.9875,0.0395,0.0522,0.9979,0.3491,-0.4548,8.8279,0.3098,-0.4287,8.1014
6702501951,3.3109,3.4377,-30.6875,15.9062,-40.375,32.3438,16.8125,-40.5312,0.1421,0.0853,0.9862,0.0345,0.0834,0.9959,0.2976,-0.4924,8.6805,0.2727,-0.4648,8.0965
6707502951,3.3293,3.4322,-30.6562,16.125,-40.3438,32.375,16.875,-40.625,0.1325,0.0737,0.9884,0.0278,0.0707,0.9971,0.3171,-0.4756,8.7068,0.283,-0.4607,8.1629
6712501951,3.2833,3.3917,-30.875,15.875,-40.5,32.2188,16.8438,-40.5312,0.1295,0.0873,0.9877,0.019,0.0853,0.9962,0.3057,-0.5005,8.86,0.2585,-0.4487,7.7603
6717501951,3.2962,3.2741,-30.875,15.6875,-40.625,32.1875,16.75,-40.1562,0.0907,0.097,0.9911,-0.0297,0.0931,0.9952,0.2827,-0.5068,8.6784,0.2397,-0.4456,7.5183
6722505951,3.3072,3.2448,-30.5938,15.5625,-40.875,32.4688,16.625,-40.1875,0.0238,0.1058,0.9941,-0.0955,0.1019,0.9902,0.2615,-0.5068,8.4447,0.2408,-0.4719,7.8256
6727501951,3.4211,3.3752,-30.7812,15.75,-41.3125,32.25,16.9062,-40.375,0.0092,0.0853,0.9963,-0.1006,0.0795,0.9917,0.2925,-0.478,8.4622,0.2795,-0.4363,7.8522
6732501951,3.4101,3.3385,-30.6562,15.9062,-41.3125,32.375,17.0,-40.375,-0.0161,0.0737,0.9972,-0.1036,0.0668,0.9924,0.3076,-0.4617,8.4457,0.3062,-0.4409,8.1973
6737501951,3.4377,3.2466,-30.625,15.875,-41.2812,32.4375,16.9062,-40.4375,-0.0209,0.0785,0.9967,-0.1152,0.0707,0.9908,0.2979,-0.4617,8.338,0.3059,-0.438,8.1619
6742501951,3.3274,3.2907,-30.5938,15.8125,-41.2188,32.4688,16.9062,-40.3125,-0.0229,0.0814,0.9964,-0.1248,0.0737,0.9894,0.2932,-0.4773,8.462,0.2957,-0.4355,8.0215
6747626951,3.3476,3.3623,-30.4375,15.7812,-41.125,32.625,16.8125,-40.6875,-0.0258,0.0844,0.9961,-0.1306,0.0776,0.9884,0.2886,-0.4751,8.3862,0.3025,-0.4497,8.2552
6752642951,3.4285,3.2741,-30.3125,15.8125,-41.5625,32.7188,16.8438,-40.25,-0.0618,0.0814,0.9948,-0.1538,0.0737,0.9854,0.3103,-0.4719,8.5902,0.2859,-0.4568,8.1514
6757627951,3.3752,3.2466,-30.875,15.9375,-41.1875,32.2188,16.875,-40.3125,0.0054,0.0766,0.997,-0.1045,0.0698,0.9921,0.3391,-0.4597,8.7718,0.2854,-0.4299,7.8459
6762627951,3.5277,3.3734,-30.5625,15.7812,-41.3125,32.5,16.875,-40.25,-0.0297,0.0883,0.9957,-0.1325,0.0805,0.9879,0.3086,-0.488,8.7523,0.28,-0.4575,8.0951
6767627951,3.5057,3.434,-30.5938,15.875,-41.4375,32.4375,16.9062,-40.4375,-0.0287,0.0776,0.9966,-0.1152,0.0707,0.9908,0.3274,-0.4832,8.905,0.2971,-0.4473,8.1687
6772627951,3.5167,3.3035,-30.5625,15.875,-41.5625,32.5,17.0,-40.1562,-0.0482,0.0824,0.9954,-0.1354,0.0737,0.988,0.3113,-0.4839,8.7353,0.2947,-0.4329,7.9808
6777629951,3.5148,3.3201,-30.625,15.8125,-41.1875,32.4062,17.0625,-40.25,-0.019,0.0824,0.9964,-0.1248,0.0737,0.9894,0.3142,-0.4905,8.8417,0.2993,-0.4319,8.021
6782627951,3.456,3.3035,-30.6562,15.875,-41.0625,32.3438,17.0,-39.8125,-0.0122,0.0814,0.9966,-0.1354,0.0737,0.988,0.3167,-0.4893,8.8549,0.28,-0.4363,7.8576
6787627951,3.5277,3.3954,-30.625,15.9375,-41.0938,32.4062,17.0625,-40.3125,-0.018,0.0727,0.9972,-0.1249,0.0659,0.99,0.3154,-0.4775,8.7098,0.3047,-0.4241,7.9931
6792627951,3.4946,3.2668,-30.2812,15.875,-41.375,32.75,17.0312,-40.125,-0.0637,0.0824,0.9946,-0.1547,0.0737,0.9852,0.3054,-0.4919,8.7612,0.3096,-0.4453,8.2842
6797627951,3.4671,3.3679,-30.6562,16.0,-41.3125,32.375,17.1875,-40.25,-0.0258,0.0707,0.9972,-0.1123,0.0629,0.9917,0.3347,-0.4768,8.9148,0.3147,-0.4153,8.0056
6802627951,3.4652,3.2852,-30.5625,15.8125,-41.3438,32.4688,17.0,-40.125,-0.0394,0.0844,0.9957,-0.1335,0.0756,0.9882,0.3132,-0.4905,8.8309,0.2991,-0.4292,7.9884
6807627951,3.4432,3.3109,-30.4375,15.9062,-41.1875,32.5938,17.0625,-39.875,-0.0501,0.0776,0.9957,-0.1567,0.0688,0.9852,0.3191,-0.498,8.9807,0.301,-0.4331,8.0535
6812627951,3.456,3.2852,-30.6562,15.8125,-41.3125,32.375,17.0312,-39.9688,-0.0316,0.0824,0.9961,-0.1258,0.0737,0.9893,0.3169,-0.5049,9.0334,0.2971,-0.4312,7.9886
6817634951,3.5387,3.2944,-30.625,15.6875,-41.3438,32.4062,17.0312,-39.9375,-0.0336,0.0863,0.9957,-0.1335,0.0785,0.9879,0.3091,-0.5117,9.0241,0.2959,-0.4336,8.0024
6822627951,3.4891,3.3256,-30.5938,15.9062,-40.9375,32.4688,17.0,-40.0938,-0.0229,0.0756,0.9969,-0.1365,0.0678,0.9883,0.3105,-0.4961,8.8644,0.3025,-0.4319,8.056
6827627951,3.5351,3.3844,-30.6562,15.875,-41.375,32.375,17.0625,-40.3125,-0.0336,0.0785,0.9963,-0.1152,0.0698,0.9909,0.3279,-0.5015,9.1163,0.3052,-0.4355,8.1266
6832627951,3.4542,3.3458,-30.5938,15.9062,-41.3125,32.4375,17.0312,-40.1562,-0.0346,0.0766,0.9965,-0.1326,0.0678,0.9888,0.3247,-0.4905,8.9576,0.2947,-0.4343,7.9971
6837627951,3.4597,3.3495,-30.5,15.9688,-41.0625,32.5312,16.9375,-40.0312,-0.0268,0.0795,0.9965,-0.1287,0.0727,0.989,0.3186,-0.4763,8.7312,0.2959,-0.4417,8.0924
6842632951,3.5222,3.3182,-30.6875,15.875,-41.3438,32.375,16.9375,-39.8438,-0.0375,0.0805,0.9961,-0.1335,0.0727,0.9884,0.3218,-0.498,9.0104,0.2791,-0.4429,7.9205
6847627951,3.5957,3.3844,-30.9062,15.6562,-41.4375,32.1562,16.9062,-39.8125,-0.0238,0.097,0.995,-0.1247,0.0883,0.9883,0.314,-0.52,9.1716,0.2749,-0.4519,7.9758
6852628951,3.5369,3.4322,-30.7812,15.9062,-41.25,32.25,17.0312,-40.125,-0.018,0.0785,0.9967,-0.1045,0.0698,0.9921,0.3303,-0.5068,9.2037,0.2949,-0.4404,8.068
6857627951,3.5093,3.355,-30.7812,15.9062,-41.1875,32.25,17.0625,-40.125,-0.0122,0.0737,0.9972,-0.1113,0.0668,0.9915,0.3279,-0.5039,9.1438,0.302,-0.4353,8.0888
6862628951,3.5553,3.4083,-30.6875,15.9688,-41.2812,32.3438,17.0625,-40.1875,-0.0316,0.0756,0.9966,-0.1171,0.0668,0.9909,0.3384,-0.4929,9.1362,0.3037,-0.4285,8.0314
6867628951,3.5424,3.344,-30.625,15.9375,-41.25,32.4375,17.0,-40.1875,-0.0287,0.0805,0.9963,-0.1171,0.0717,0.9905,0.3357,-0.4836,9.0023,0.3079,-0.4368,8.1698
6872628951,3.5736,3.502,-30.5,15.875,-41.1562,32.5312,16.9375,-40.2812,-0.0423,0.0844,0.9955,-0.12,0.0756,0.9899,0.3167,-0.4961,8.9318,0.3083,-0.4436,8.2516
6877630951,3.4781,3.344,-30.6562,15.75,-40.9688,32.375,16.8125,-40.0,-0.0151,0.097,0.9952,-0.1218,0.0902,0.9885,0.3,-0.4961,8.7486,0.2754,-0.458,8.0495
6882753951,3.5479,3.3385,-30.6875,15.7812,-41.0938,32.3125,16.9062,-39.5312,-0.0238,0.0951,0.9952,-0.1285,0.0873,0.9879,0.3037,-0.5083,8.9264,0.2708,-0.4504,7.9137
6887753951,3.4873,3.3366,-30.5,15.9375,-41.25,32.5625,17.125,-40.0312,-0.0394,0.0766,0.9963,-0.1365,0.0678,0.9883,0.3276,-0.4973,9.0669,0.3203,-0.4268,8.1955
6892757951,3.5424,3.3954,-30.7812,15.75,-41.1875,32.25,16.875,-39.9375,-0.0131,0.0921,0.9957,-0.118,0.0834,0.9895,0.3152,-0.521,9.1961,0.2837,-0.4487,8.0371
6897753951,3.6416,3.4652,-30.75,15.5938,-41.25,32.2812,16.7188,-40.25,-0.0257,0.1067,0.994,-0.1004,0.099,0.99,0.291,-0.5366,9.106,0.2749,-0.4651,8.1234
6902756951,3.5645,3.3366,-30.8125,15.8125,-41.1562,32.1875,17.0,-39.8125,-0.018,0.0844,0.9963,-0.1142,0.0766,0.9905,0.3147,-0.5054,9.0146,0.2891,-0.4341,7.9325
6907755951,3.5442,3.4248,-30.6562,15.3438,-41.0,32.4375,16.5312,-40.125,-0.0208,0.1222,0.9923,-0.1166,0.1145,0.9866,0.2656,-0.5537,9.0199,0.2505,-0.4888,8.1207
6912758951,3.5424,3.3642,-30.75,15.8125,-41.125,32.2812,16.9375,-40.0312,-0.0151,0.0863,0.9962,-0.118,0.0795,0.9898,0.3203,-0.5054,9.0766,0.2939,-0.4473,8.1337
6917753951,3.5277,3.3054,-30.75,15.875,-41.0938,32.2812,17.0312,-39.8438,-0.0229,0.0844,0.9962,-0.1258,0.0756,0.9892,0.3213,-0.5005,9.0325,0.2932,-0.4397,8.041
6922753951,3.5387,3.3715,-30.6562,16.0,-41.1562,32.375,17.25,-40.0625,-0.0258,0.0659,0.9975,-0.1259,0.0581,0.9903,0.334,-0.4944,9.1041,0.3262,-0.4111,8.0861
6927753951,3.5516,3.3679,-30.6875,15.5938,-41.25,32.3125,16.8438,-39.875,-0.0267,0.0951,0.9951,-0.115,0.0873,0.9895,0.2937,-0.5288,9.0473,0.2771,-0.4473,7.9481
6932753951,3.5736,3.3421,-30.8125,15.9375,-41.2188,32.1875,17.125,-39.75,-0.0151,0.0776,0.9969,-0.1229,0.0698,0.99,0.3381,-0.5054,9.2736,0.2971,-0.4272,7.945
6937762951,3.5718,3.445,-30.5938,15.875,-40.9688,32.4375,16.9375,-39.7812,-0.0229,0.0883,0.9958,-0.1412,0.0805,0.9867,0.3083,-0.5024,8.9116,0.2913,-0.4441,8.0686
6942762951,3.6141,3.4064,-30.625,15.8125,-41.1875,32.4375,17.0312,-39.9688,-0.0365,0.0873,0.9955,-0.1277,0.0785,0.9887,0.3003,-0.5098,8.9052,0.2944,-0.4355,8.0081
6947753951,3.5755,3.4175,-30.7812,15.7812,-41.2188,32.25,16.9062,-39.9062,-0.0209,0.0902,0.9957,-0.118,0.0805,0.9897,0.3147,-0.5122,9.0916,0.2837,-0.4363,7.8979
6952759951,3.6159,3.423,-30.6875,15.625,-41.2188,32.3438,16.8125,-39.875,-0.0238,0.1019,0.9945,-0.1323,0.0931,0.9868,0.301,-0.5283,9.1226,0.2756,-0.4561,8.0303
6957753951,3.5295,3.4248,-30.8125,15.6562,-41.0,32.2188,16.7188,-40.0312,-0.0073,0.1038,0.9946,-0.112,0.0951,0.9891,0.2988,-0.5298,9.1149,0.2808,-0.4617,8.1496
6962754951,3.5534,3.456,-30.5938,15.6562,-41.1875,32.4375,16.75,-40.1875,-0.0345,0.0999,0.9944,-0.1179,0.0912,0.9888,0.2966,-0.521,8.9914,0.2815,-0.4712,8.2644
6967753951,3.57,3.4432,-30.5625,15.5938,-40.9062,32.4688,16.8125,-39.7812,-0.0267,0.1038,0.9942,-0.1429,0.097,0.985,0.2839,-0.5278,8.9287,0.2788,-0.4551,8.0543
6972754951,3.5975,3.3826,-30.875,15.9062,-41.1875,32.1562,16.9375,-39.9375,-0.0122,0.0795,0.9968,-0.1065,0.0707,0.9918,0.3269,-0.5039,9.133,0.2825,-0.4436,7.9663
6977754951,3.5498,3.4046,-30.7812,15.75,-41.0625,32.25,16.875,-40.0,-0.0083,0.0951,0.9954,-0.1141,0.0873,0.9896,0.3108,-0.5166,9.098,0.2849,-0.4531,8.0997
6982754951,3.5424,3.4671,-30.625,15.7812,-40.875,32.4375,16.875,-40.125,-0.019,0.0951,0.9953,-0.1199,0.0873,0.9889,0.2981,-0.5186,8.98,0.3069,-0.4487,8.2928
6987754951,3.6049,3.3734,-30.5938,15.7812,-41.125,32.4375,16.9375,-40.0,-0.0267,0.0951,0.9951,-0.1285,0.0873,0.9879,0.3137,-0.5166,9.1304,0.3052,-0.4504,8.293
6992754951,3.5975,3.5112,-30.6875,15.875,-40.8438,32.375,16.875,-40.375,-0.0083,0.0883,0.9961,-0.1044,0.0814,0.9912,0.3044,-0.5059,8.907,0.3032,-0.4463,8.2251
6997760951,3.5975,3.4726,-30.625,15.4688,-41.0625,32.4375,16.5938,-40.0312,-0.0237,0.1222,0.9922,-0.1243,0.1145,0.9856,0.2788,-0.5571,9.2037,0.2688,-0.4761,8.1794
7002754951,3.6251,3.4707,-30.6875,15.75,-41.3125,32.3125,16.9062,-40.0,-0.0335,0.0921,0.9952,-0.118,0.0844,0.9894,0.3225,-0.5298,9.3762,0.2949,-0.4463,8.1335
7007754951,3.5755,3.4542,-30.7812,15.5625,-41.125,32.25,16.75,-39.9375,-0.0189,0.1125,0.9935,-0.1168,0.1048,0.9876,0.2966,-0.5464,9.2784,0.2771,-0.4592,8.082
7012754951,3.5681,3.4983,-30.7812,15.5,-41.0,32.25,16.8125,-39.9062,-0.0082,0.1164,0.9932,-0.1119,0.1087,0.9878,0.2898,-0.5542,9.2915,0.2805,-0.4512,8.0294
7017879951,3.5828,3.4946,-30.875,15.5625,-40.875,32.1562,16.8125,-39.8438,0.0024,0.1125,0.9936,-0.1196,0.1058,0.9872,0.2949,-0.5474,9.2706,0.2693,-0.4543,7.9413
7022879951,3.6379,3.4763,-30.5938,15.6875,-41.1875,32.4375,16.8438,-39.8125,-0.0364,0.1038,0.9939,-0.1429,0.096,0.9851,0.2949,-0.5215,8.9781,0.2981,-0.4531,8.245
